[2024-04-07 07:07:25,003][INFO] 
===== wide_resnet101_2-2-feature-1000-2024-04-07-07-07-24 configuration =====
  exp_fn: test_goal_repair
  seed: None
  dom: deeppoly
  start_abs_cnt: 500
  max_abs_cnt: 1000
  refine_top_k: 50
  tiny_width: 0.0002
  lr: 10
  batch_size: 50
  min_epochs: 15
  max_epochs: 100
  use_scheduler: True
  no_pts: True
  no_abs: False
  no_refine: True
  quiet: False
  debug: False
  net: wide_resnet101_2
  no_repair: False
  repair_number: 1000
  repair_batchsize: 1
  repair_location: feature
  repair_radius: 2
  loose_bound: 0.0314
  divided_repair: 10
  accuracy_loss: <function TinyImagenetArgParser.setup_rest.<locals>.ce_loss at 0x7f97ba1723a0>
  reset_params: False
  train_datasize: 10000
  test_datasize: 10000
  label_repaired: False
  max_verifier_sec: 300
  verifier_timeout_as_safe: True
  sample_amount: 1000
  repair_batch_size: 1000
  scheduler_fn: <function ExpArgParser.setup_rest.<locals>.<lambda> at 0x7f97ba165310>
[2024-04-07 07:50:51,206][INFO] --FGSM sample 23 image
[2024-04-07 07:50:51,621][INFO] --PGD sample 23 image
[2024-04-07 07:50:53,668][INFO] --FGSM sample 24 image
[2024-04-07 07:50:54,092][INFO] --PGD sample 24 image
[2024-04-07 07:50:56,135][INFO] --FGSM sample 25 image
[2024-04-07 07:50:56,558][INFO] --PGD sample 25 image
[2024-04-07 07:50:58,587][INFO] --FGSM sample 26 image
[2024-04-07 07:50:59,016][INFO] --PGD sample 26 image
[2024-04-07 07:51:01,049][INFO] --FGSM sample 27 image
[2024-04-07 07:51:01,469][INFO] --PGD sample 27 image
[2024-04-07 07:51:03,511][INFO] --FGSM sample 28 image
[2024-04-07 07:51:03,940][INFO] --PGD sample 28 image
[2024-04-07 07:51:05,978][INFO] --FGSM sample 29 image
[2024-04-07 07:51:06,407][INFO] --PGD sample 29 image
[2024-04-07 07:51:08,443][INFO] --FGSM sample 30 image
[2024-04-07 07:51:08,875][INFO] --PGD sample 30 image
[2024-04-07 07:51:10,910][INFO] --FGSM sample 31 image
[2024-04-07 07:51:11,346][INFO] --PGD sample 31 image
[2024-04-07 07:51:13,379][INFO] --FGSM sample 32 image
[2024-04-07 07:51:13,801][INFO] --PGD sample 32 image
[2024-04-07 07:51:15,848][INFO] --FGSM sample 33 image
[2024-04-07 07:51:16,276][INFO] --PGD sample 33 image
[2024-04-07 07:51:18,308][INFO] --FGSM sample 34 image
[2024-04-07 07:51:18,745][INFO] --PGD sample 34 image
[2024-04-07 07:51:20,789][INFO] --FGSM sample 35 image
[2024-04-07 07:51:21,217][INFO] --PGD sample 35 image
[2024-04-07 07:51:23,253][INFO] --FGSM sample 36 image
[2024-04-07 07:51:23,678][INFO] --PGD sample 36 image
[2024-04-07 07:51:25,724][INFO] --FGSM sample 37 image
[2024-04-07 07:51:26,156][INFO] --PGD sample 37 image
[2024-04-07 07:51:28,196][INFO] --FGSM sample 38 image
[2024-04-07 07:51:28,619][INFO] --PGD sample 38 image
[2024-04-07 07:51:30,671][INFO] --FGSM sample 39 image
[2024-04-07 07:51:31,103][INFO] --PGD sample 39 image
[2024-04-07 07:51:33,149][INFO] --FGSM sample 40 image
[2024-04-07 07:51:33,575][INFO] --PGD sample 40 image
[2024-04-07 07:51:35,615][INFO] --FGSM sample 41 image
[2024-04-07 07:51:36,044][INFO] --PGD sample 41 image
[2024-04-07 07:51:38,105][INFO] --FGSM sample 42 image
[2024-04-07 07:51:38,535][INFO] --PGD sample 42 image
[2024-04-07 07:51:40,589][INFO] --FGSM sample 43 image
[2024-04-07 07:51:41,021][INFO] --PGD sample 43 image
[2024-04-07 07:51:43,066][INFO] --FGSM sample 44 image
[2024-04-07 07:51:43,494][INFO] --PGD sample 44 image
[2024-04-07 07:51:45,532][INFO] --FGSM sample 45 image
[2024-04-07 07:51:45,961][INFO] --PGD sample 45 image
[2024-04-07 07:51:48,001][INFO] --FGSM sample 46 image
[2024-04-07 07:51:48,428][INFO] --PGD sample 46 image
[2024-04-07 07:51:50,473][INFO] --FGSM sample 47 image
[2024-04-07 07:51:50,905][INFO] --PGD sample 47 image
[2024-04-07 07:51:52,956][INFO] --FGSM sample 48 image
[2024-04-07 07:51:53,388][INFO] --PGD sample 48 image
[2024-04-07 07:51:55,441][INFO] --FGSM sample 49 image
[2024-04-07 07:51:55,870][INFO] --PGD sample 49 image
[2024-04-07 07:51:57,923][INFO] --FGSM sample 50 image
[2024-04-07 07:51:58,355][INFO] --PGD sample 50 image
[2024-04-07 07:52:00,398][INFO] --FGSM sample 51 image
[2024-04-07 07:52:00,827][INFO] --PGD sample 51 image
[2024-04-07 07:52:02,868][INFO] --FGSM sample 52 image
[2024-04-07 07:52:03,299][INFO] --PGD sample 52 image
[2024-04-07 07:52:05,357][INFO] --FGSM sample 53 image
[2024-04-07 07:52:05,792][INFO] --PGD sample 53 image
[2024-04-07 07:52:07,854][INFO] --FGSM sample 54 image
[2024-04-07 07:52:08,288][INFO] --PGD sample 54 image
[2024-04-07 07:52:10,343][INFO] --FGSM sample 55 image
[2024-04-07 07:52:10,774][INFO] --PGD sample 55 image
[2024-04-07 07:52:12,833][INFO] --FGSM sample 56 image
[2024-04-07 07:52:13,262][INFO] --PGD sample 56 image
[2024-04-07 07:52:15,308][INFO] --FGSM sample 57 image
[2024-04-07 07:52:15,742][INFO] --PGD sample 57 image
[2024-04-07 07:52:17,789][INFO] --FGSM sample 58 image
[2024-04-07 07:52:18,219][INFO] --PGD sample 58 image
[2024-04-07 07:52:20,275][INFO] --FGSM sample 59 image
[2024-04-07 07:52:20,707][INFO] --PGD sample 59 image
[2024-04-07 07:52:22,758][INFO] --FGSM sample 60 image
[2024-04-07 07:52:23,190][INFO] --PGD sample 60 image
[2024-04-07 07:52:25,233][INFO] --FGSM sample 61 image
[2024-04-07 07:52:25,643][INFO] --PGD sample 61 image
[2024-04-07 07:52:27,698][INFO] --FGSM sample 62 image
[2024-04-07 07:52:28,130][INFO] --PGD sample 62 image
[2024-04-07 07:52:30,184][INFO] --FGSM sample 63 image
[2024-04-07 07:52:30,619][INFO] --PGD sample 63 image
[2024-04-07 07:52:32,680][INFO] --FGSM sample 64 image
[2024-04-07 07:52:33,112][INFO] --PGD sample 64 image
[2024-04-07 07:52:35,170][INFO] --FGSM sample 65 image
[2024-04-07 07:52:35,608][INFO] --PGD sample 65 image
[2024-04-07 07:52:37,665][INFO] --FGSM sample 66 image
[2024-04-07 07:52:38,101][INFO] --PGD sample 66 image
[2024-04-07 07:52:40,151][INFO] --FGSM sample 67 image
[2024-04-07 07:52:40,583][INFO] --PGD sample 67 image
[2024-04-07 07:52:42,636][INFO] --FGSM sample 68 image
[2024-04-07 07:52:43,066][INFO] --PGD sample 68 image
[2024-04-07 07:52:45,108][INFO] --FGSM sample 69 image
[2024-04-07 07:52:45,543][INFO] --PGD sample 69 image
[2024-04-07 07:52:47,573][INFO] --FGSM sample 70 image
[2024-04-07 07:52:48,011][INFO] --PGD sample 70 image
[2024-04-07 07:52:50,051][INFO] --FGSM sample 71 image
[2024-04-07 07:52:50,489][INFO] --PGD sample 71 image
[2024-04-07 07:52:52,533][INFO] --FGSM sample 72 image
[2024-04-07 07:52:52,969][INFO] --PGD sample 72 image
[2024-04-07 07:52:55,012][INFO] --FGSM sample 73 image
[2024-04-07 07:52:55,437][INFO] --PGD sample 73 image
[2024-04-07 07:52:57,482][INFO] --FGSM sample 74 image
[2024-04-07 07:52:57,919][INFO] --PGD sample 74 image
[2024-04-07 07:52:59,967][INFO] --FGSM sample 75 image
[2024-04-07 07:53:00,405][INFO] --PGD sample 75 image
[2024-04-07 07:53:02,443][INFO] --FGSM sample 76 image
[2024-04-07 07:53:02,876][INFO] --PGD sample 76 image
[2024-04-07 07:53:04,911][INFO] --FGSM sample 77 image
[2024-04-07 07:53:05,344][INFO] --PGD sample 77 image
[2024-04-07 07:53:07,379][INFO] --FGSM sample 78 image
[2024-04-07 07:53:07,804][INFO] --PGD sample 78 image
[2024-04-07 07:53:09,853][INFO] --FGSM sample 79 image
[2024-04-07 07:53:10,284][INFO] --PGD sample 79 image
[2024-04-07 07:53:12,330][INFO] --FGSM sample 80 image
[2024-04-07 07:53:12,754][INFO] --PGD sample 80 image
[2024-04-07 07:53:14,806][INFO] --FGSM sample 81 image
[2024-04-07 07:53:15,237][INFO] --PGD sample 81 image
[2024-04-07 07:53:17,289][INFO] --FGSM sample 82 image
[2024-04-07 07:53:17,724][INFO] --PGD sample 82 image
[2024-04-07 07:53:19,759][INFO] --FGSM sample 83 image
[2024-04-07 07:53:20,185][INFO] --PGD sample 83 image
[2024-04-07 07:53:22,236][INFO] --FGSM sample 84 image
[2024-04-07 07:53:22,670][INFO] --PGD sample 84 image
[2024-04-07 07:53:24,712][INFO] --FGSM sample 85 image
[2024-04-07 07:53:25,153][INFO] --PGD sample 85 image
[2024-04-07 07:53:27,192][INFO] --FGSM sample 86 image
[2024-04-07 07:53:27,625][INFO] --PGD sample 86 image
[2024-04-07 07:53:29,651][INFO] --FGSM sample 87 image
[2024-04-07 07:53:30,075][INFO] --PGD sample 87 image
[2024-04-07 07:53:32,117][INFO] --FGSM sample 88 image
[2024-04-07 07:53:32,546][INFO] --PGD sample 88 image
[2024-04-07 07:53:34,582][INFO] --FGSM sample 89 image
[2024-04-07 07:53:35,016][INFO] --PGD sample 89 image
[2024-04-07 07:53:37,056][INFO] --FGSM sample 90 image
[2024-04-07 07:53:37,475][INFO] --PGD sample 90 image
[2024-04-07 07:53:39,530][INFO] --FGSM sample 91 image
[2024-04-07 07:53:39,959][INFO] --PGD sample 91 image
[2024-04-07 07:53:42,005][INFO] --FGSM sample 92 image
[2024-04-07 07:53:42,444][INFO] --PGD sample 92 image
[2024-04-07 07:53:44,492][INFO] --FGSM sample 93 image
[2024-04-07 07:53:44,930][INFO] --PGD sample 93 image
[2024-04-07 07:53:46,982][INFO] --FGSM sample 94 image
[2024-04-07 07:53:47,407][INFO] --PGD sample 94 image
[2024-04-07 07:53:49,458][INFO] --FGSM sample 95 image
[2024-04-07 07:53:49,888][INFO] --PGD sample 95 image
[2024-04-07 07:53:51,924][INFO] --FGSM sample 96 image
[2024-04-07 07:53:52,349][INFO] --PGD sample 96 image
[2024-04-07 07:53:54,381][INFO] --FGSM sample 97 image
[2024-04-07 07:53:54,810][INFO] --PGD sample 97 image
[2024-04-07 07:53:56,848][INFO] --FGSM sample 98 image
[2024-04-07 07:53:57,291][INFO] --PGD sample 98 image
[2024-04-07 07:53:59,339][INFO] --FGSM sample 99 image
[2024-04-07 07:53:59,769][INFO] --PGD sample 99 image
[2024-04-07 07:54:01,935][INFO] --FGSM sample 100 image
[2024-04-07 07:54:02,463][INFO] --PGD sample 100 image
[2024-04-07 07:54:07,240][INFO] --get the 8 part of the feature_lb and feature_ub
[2024-04-07 07:54:07,241][INFO] --sample the 9 part of the originalset
[2024-04-07 07:54:07,241][INFO] --FGSM sample 1 image
[2024-04-07 07:54:07,778][INFO] --PGD sample 1 image
[2024-04-07 07:54:10,318][INFO] --FGSM sample 2 image
[2024-04-07 07:54:13,386][INFO] --The attack_datas is empty, we use the repair data as the attack data
[2024-04-07 07:54:13,386][INFO] --PGD sample 2 image
[2024-04-07 07:54:15,955][INFO] --FGSM sample 3 image
[2024-04-07 07:54:16,495][INFO] --PGD sample 3 image
[2024-04-07 07:54:19,053][INFO] --FGSM sample 4 image
[2024-04-07 07:54:19,587][INFO] --PGD sample 4 image
[2024-04-07 07:54:22,147][INFO] --FGSM sample 5 image
[2024-04-07 07:54:22,675][INFO] --PGD sample 5 image
[2024-04-07 07:54:25,239][INFO] --FGSM sample 6 image
[2024-04-07 07:54:25,767][INFO] --PGD sample 6 image
[2024-04-07 07:54:28,331][INFO] --FGSM sample 7 image
[2024-04-07 07:54:28,867][INFO] --PGD sample 7 image
[2024-04-07 07:54:31,436][INFO] --FGSM sample 8 image
[2024-04-07 07:54:31,987][INFO] --PGD sample 8 image
[2024-04-07 07:54:34,553][INFO] --FGSM sample 9 image
[2024-04-07 07:54:35,091][INFO] --PGD sample 9 image
[2024-04-07 07:54:37,656][INFO] --FGSM sample 10 image
[2024-04-07 07:54:38,190][INFO] --PGD sample 10 image
[2024-04-07 07:54:40,758][INFO] --FGSM sample 11 image
[2024-04-07 07:54:41,814][INFO] --PGD sample 11 image
[2024-04-07 07:54:44,379][INFO] --FGSM sample 12 image
[2024-04-07 07:54:44,891][INFO] --PGD sample 12 image
[2024-04-07 07:54:47,451][INFO] --FGSM sample 13 image
[2024-04-07 07:54:47,986][INFO] --PGD sample 13 image
[2024-04-07 07:54:50,556][INFO] --FGSM sample 14 image
[2024-04-07 07:54:51,097][INFO] --PGD sample 14 image
[2024-04-07 07:54:53,675][INFO] --FGSM sample 15 image
[2024-04-07 07:54:54,193][INFO] --PGD sample 15 image
[2024-04-07 07:54:56,757][INFO] --FGSM sample 16 image
[2024-04-07 07:54:57,301][INFO] --PGD sample 16 image
[2024-04-07 07:54:59,860][INFO] --FGSM sample 17 image
[2024-04-07 07:55:00,397][INFO] --PGD sample 17 image
[2024-04-07 07:55:02,973][INFO] --FGSM sample 18 image
[2024-04-07 07:55:03,507][INFO] --PGD sample 18 image
[2024-04-07 07:55:06,071][INFO] --FGSM sample 19 image
[2024-04-07 07:55:06,614][INFO] --PGD sample 19 image
[2024-04-07 07:55:09,187][INFO] --FGSM sample 20 image
[2024-04-07 07:55:09,721][INFO] --PGD sample 20 image
[2024-04-07 07:55:12,291][INFO] --FGSM sample 21 image
[2024-04-07 07:55:12,840][INFO] --PGD sample 21 image
[2024-04-07 07:55:15,408][INFO] --FGSM sample 22 image
[2024-04-07 07:55:15,954][INFO] --PGD sample 22 image
[2024-04-07 07:55:18,519][INFO] --FGSM sample 23 image
[2024-04-07 07:55:19,056][INFO] --PGD sample 23 image
[2024-04-07 07:55:21,619][INFO] --FGSM sample 24 image
[2024-04-07 07:55:22,155][INFO] --PGD sample 24 image
[2024-04-07 07:55:24,711][INFO] --FGSM sample 25 image
[2024-04-07 07:55:25,252][INFO] --PGD sample 25 image
[2024-04-07 07:55:27,818][INFO] --FGSM sample 26 image
[2024-04-07 07:55:28,357][INFO] --PGD sample 26 image
[2024-04-07 07:55:30,915][INFO] --FGSM sample 27 image
[2024-04-07 07:55:31,461][INFO] --PGD sample 27 image
[2024-04-07 07:55:34,035][INFO] --FGSM sample 28 image
[2024-04-07 07:55:34,574][INFO] --PGD sample 28 image
[2024-04-07 07:55:37,147][INFO] --FGSM sample 29 image
[2024-04-07 07:55:37,683][INFO] --PGD sample 29 image
[2024-04-07 07:55:40,258][INFO] --FGSM sample 30 image
[2024-04-07 07:55:40,798][INFO] --PGD sample 30 image
[2024-04-07 07:55:43,371][INFO] --FGSM sample 31 image
[2024-04-07 07:55:43,905][INFO] --PGD sample 31 image
[2024-04-07 07:55:46,476][INFO] --FGSM sample 32 image
[2024-04-07 07:55:47,018][INFO] --PGD sample 32 image
[2024-04-07 07:55:49,587][INFO] --FGSM sample 33 image
[2024-04-07 07:55:50,102][INFO] --PGD sample 33 image
[2024-04-07 07:55:52,521][INFO] --FGSM sample 34 image
[2024-04-07 07:55:53,019][INFO] --PGD sample 34 image
[2024-04-07 07:55:55,437][INFO] --FGSM sample 35 image
[2024-04-07 07:55:55,942][INFO] --PGD sample 35 image
[2024-04-07 07:55:58,380][INFO] --FGSM sample 36 image
[2024-04-07 07:55:58,880][INFO] --PGD sample 36 image
[2024-04-07 07:56:01,291][INFO] --FGSM sample 37 image
[2024-04-07 07:56:01,825][INFO] --PGD sample 37 image
[2024-04-07 07:56:04,613][INFO] --FGSM sample 38 image
[2024-04-07 07:56:05,195][INFO] --PGD sample 38 image
[2024-04-07 07:56:07,988][INFO] --FGSM sample 39 image
[2024-04-07 07:56:08,567][INFO] --PGD sample 39 image
[2024-04-07 07:56:11,358][INFO] --FGSM sample 40 image
[2024-04-07 07:56:11,943][INFO] --PGD sample 40 image
[2024-04-07 07:56:14,737][INFO] --FGSM sample 41 image
[2024-04-07 07:56:15,317][INFO] --PGD sample 41 image
[2024-04-07 07:56:18,114][INFO] --FGSM sample 42 image
[2024-04-07 07:56:18,691][INFO] --PGD sample 42 image
[2024-04-07 07:56:21,299][INFO] --FGSM sample 43 image
[2024-04-07 07:56:21,857][INFO] --PGD sample 43 image
[2024-04-07 07:56:24,649][INFO] --FGSM sample 44 image
[2024-04-07 07:56:25,228][INFO] --PGD sample 44 image
[2024-04-07 07:56:28,019][INFO] --FGSM sample 45 image
[2024-04-07 07:56:28,583][INFO] --PGD sample 45 image
[2024-04-07 07:56:31,372][INFO] --FGSM sample 46 image
[2024-04-07 07:56:31,954][INFO] --PGD sample 46 image
[2024-04-07 07:56:34,759][INFO] --FGSM sample 47 image
[2024-04-07 07:56:35,352][INFO] --PGD sample 47 image
[2024-04-07 07:56:38,149][INFO] --FGSM sample 48 image
[2024-04-07 07:56:38,731][INFO] --PGD sample 48 image
[2024-04-07 07:56:41,537][INFO] --FGSM sample 49 image
[2024-04-07 07:56:42,126][INFO] --PGD sample 49 image
[2024-04-07 07:56:44,928][INFO] --FGSM sample 50 image
[2024-04-07 07:56:45,518][INFO] --PGD sample 50 image
[2024-04-07 07:56:48,316][INFO] --FGSM sample 51 image
[2024-04-07 07:56:48,902][INFO] --PGD sample 51 image
[2024-04-07 07:56:51,589][INFO] --FGSM sample 52 image
[2024-04-07 07:56:52,023][INFO] --PGD sample 52 image
[2024-04-07 07:56:54,084][INFO] --FGSM sample 53 image
[2024-04-07 07:56:54,508][INFO] --PGD sample 53 image
[2024-04-07 07:56:56,808][INFO] --FGSM sample 54 image
[2024-04-07 07:56:57,353][INFO] --PGD sample 54 image
[2024-04-07 07:56:59,920][INFO] --FGSM sample 55 image
[2024-04-07 07:57:00,470][INFO] --PGD sample 55 image
[2024-04-07 07:57:03,071][INFO] --FGSM sample 56 image
[2024-04-07 07:57:03,614][INFO] --PGD sample 56 image
[2024-04-07 07:57:06,194][INFO] --FGSM sample 57 image
[2024-04-07 07:57:06,719][INFO] --PGD sample 57 image
[2024-04-07 07:57:09,279][INFO] --FGSM sample 58 image
[2024-04-07 07:57:09,818][INFO] --PGD sample 58 image
[2024-04-07 07:57:12,390][INFO] --FGSM sample 59 image
[2024-04-07 07:57:12,913][INFO] --PGD sample 59 image
[2024-04-07 07:57:15,479][INFO] --FGSM sample 60 image
[2024-04-07 07:57:16,020][INFO] --PGD sample 60 image
[2024-04-07 07:57:18,586][INFO] --FGSM sample 61 image
[2024-04-07 07:57:19,113][INFO] --PGD sample 61 image
[2024-04-07 07:57:21,681][INFO] --FGSM sample 62 image
[2024-04-07 07:57:22,224][INFO] --PGD sample 62 image
[2024-04-07 07:57:24,787][INFO] --FGSM sample 63 image
[2024-04-07 07:57:25,326][INFO] --PGD sample 63 image
[2024-04-07 07:57:27,883][INFO] --FGSM sample 64 image
[2024-04-07 07:57:28,416][INFO] --PGD sample 64 image
[2024-04-07 07:57:30,984][INFO] --FGSM sample 65 image
[2024-04-07 07:57:33,551][INFO] --PGD sample 65 image
[2024-04-07 07:57:36,134][INFO] --FGSM sample 66 image
[2024-04-07 07:57:36,672][INFO] --PGD sample 66 image
[2024-04-07 07:57:39,238][INFO] --FGSM sample 67 image
[2024-04-07 07:57:39,786][INFO] --PGD sample 67 image
[2024-04-07 07:57:42,350][INFO] --FGSM sample 68 image
[2024-04-07 07:57:42,895][INFO] --PGD sample 68 image
[2024-04-07 07:57:45,450][INFO] --FGSM sample 69 image
[2024-04-07 07:57:45,992][INFO] --PGD sample 69 image
[2024-04-07 07:57:48,547][INFO] --FGSM sample 70 image
[2024-04-07 07:57:49,086][INFO] --PGD sample 70 image
[2024-04-07 07:57:51,639][INFO] --FGSM sample 71 image
[2024-04-07 07:57:52,172][INFO] --PGD sample 71 image
[2024-04-07 07:57:54,750][INFO] --FGSM sample 72 image
[2024-04-07 07:57:55,283][INFO] --PGD sample 72 image
[2024-04-07 07:57:57,840][INFO] --FGSM sample 73 image
[2024-04-07 07:57:58,371][INFO] --PGD sample 73 image
[2024-04-07 07:58:00,939][INFO] --FGSM sample 74 image
[2024-04-07 07:58:01,475][INFO] --PGD sample 74 image
[2024-04-07 07:58:04,027][INFO] --FGSM sample 75 image
[2024-04-07 07:58:04,567][INFO] --PGD sample 75 image
[2024-04-07 07:58:07,104][INFO] --FGSM sample 76 image
[2024-04-07 07:58:07,642][INFO] --PGD sample 76 image
[2024-04-07 07:58:10,190][INFO] --FGSM sample 77 image
[2024-04-07 07:58:10,739][INFO] --PGD sample 77 image
[2024-04-07 07:58:13,292][INFO] --FGSM sample 78 image
[2024-04-07 07:58:13,837][INFO] --PGD sample 78 image
[2024-04-07 07:58:16,386][INFO] --FGSM sample 79 image
[2024-04-07 07:58:16,926][INFO] --PGD sample 79 image
[2024-04-07 07:58:19,466][INFO] --FGSM sample 80 image
[2024-04-07 07:58:20,000][INFO] --PGD sample 80 image
[2024-04-07 07:58:22,563][INFO] --FGSM sample 81 image
[2024-04-07 07:58:23,111][INFO] --PGD sample 81 image
[2024-04-07 07:58:25,666][INFO] --FGSM sample 82 image
[2024-04-07 07:58:26,202][INFO] --PGD sample 82 image
[2024-04-07 07:58:28,761][INFO] --FGSM sample 83 image
[2024-04-07 07:58:29,298][INFO] --PGD sample 83 image
[2024-04-07 07:58:31,852][INFO] --FGSM sample 84 image
[2024-04-07 07:58:32,387][INFO] --PGD sample 84 image
[2024-04-07 07:58:34,949][INFO] --FGSM sample 85 image
[2024-04-07 07:58:35,494][INFO] --PGD sample 85 image
[2024-04-07 07:58:38,051][INFO] --FGSM sample 86 image
[2024-04-07 07:58:38,588][INFO] --PGD sample 86 image
[2024-04-07 07:58:41,151][INFO] --FGSM sample 87 image
[2024-04-07 07:58:41,691][INFO] --PGD sample 87 image
[2024-04-07 07:58:44,254][INFO] --FGSM sample 88 image
[2024-04-07 07:58:44,795][INFO] --PGD sample 88 image
[2024-04-07 07:58:47,355][INFO] --FGSM sample 89 image
[2024-04-07 07:58:47,900][INFO] --PGD sample 89 image
[2024-04-07 07:58:50,465][INFO] --FGSM sample 90 image
[2024-04-07 07:58:51,003][INFO] --PGD sample 90 image
[2024-04-07 07:58:53,560][INFO] --FGSM sample 91 image
[2024-04-07 07:58:54,096][INFO] --PGD sample 91 image
[2024-04-07 07:58:56,665][INFO] --FGSM sample 92 image
[2024-04-07 07:58:57,199][INFO] --PGD sample 92 image
[2024-04-07 07:58:59,785][INFO] --FGSM sample 93 image
[2024-04-07 07:59:00,306][INFO] --PGD sample 93 image
[2024-04-07 07:59:02,898][INFO] --FGSM sample 94 image
[2024-04-07 07:59:03,439][INFO] --PGD sample 94 image
[2024-04-07 07:59:06,006][INFO] --FGSM sample 95 image
[2024-04-07 07:59:06,541][INFO] --PGD sample 95 image
[2024-04-07 07:59:09,097][INFO] --FGSM sample 96 image
[2024-04-07 07:59:09,637][INFO] --PGD sample 96 image
[2024-04-07 07:59:12,202][INFO] --FGSM sample 97 image
[2024-04-07 07:59:12,743][INFO] --PGD sample 97 image
[2024-04-07 07:59:15,294][INFO] --FGSM sample 98 image
[2024-04-07 07:59:15,827][INFO] --PGD sample 98 image
[2024-04-07 07:59:18,387][INFO] --FGSM sample 99 image
[2024-04-07 07:59:18,923][INFO] --PGD sample 99 image
[2024-04-07 07:59:21,479][INFO] --FGSM sample 100 image
[2024-04-07 07:59:22,015][INFO] --PGD sample 100 image
[2024-04-07 07:59:26,629][INFO] --get the 9 part of the feature_lb and feature_ub
[2024-04-07 08:00:42,608][INFO] --Test repair set accuracy 0.0
[2024-04-07 08:00:44,804][INFO] --Patch network: --- feature PatchNet ---
Name: feature patch network 999
--- End of feature PatchNet ---
[2024-04-07 08:00:44,824][INFO] [0m 0s (0.005 seconds)] Start repair part 0: 0
[2024-04-07 08:00:44,824][INFO] [0m 0s (0.005 seconds)] After epoch 0:
[2024-04-07 08:00:44,824][INFO] Loaded 100 abstractions for training.
[2024-04-07 08:00:45,061][INFO] min loss 1.649827480316162, max loss 3832.509765625.
[2024-04-07 08:00:45,069][INFO] Max loss at rule: tensor([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
